id,cnpj,created_at,updated_at,nome_fantasia,sap,razao,regional
136,23274194000119,"2017-09-26 15:07:41.149043","2017-09-26 15:07:41.149043",FURNAS,"","FURNAS CENTRAIS ELÉTRICA S.A.",Governo
137,18174153000110,"2017-09-26 15:07:41.171550","2017-09-26 15:07:41.171550",INTERLINE,"","FURTADO & FURTADO PROVEDORES LTDA - ME","Belém"
138,02926037000170,"2017-09-26 15:07:41.192221","2017-09-26 15:07:41.192221","G8 Networks","","G8 NETWORKS LTDA","Brasília"
139,06129343000137,"2017-09-26 15:07:41.211567","2017-09-26 15:07:41.211567","GENESIS INFORMÁTICA","","GENESIS COMÉRCIO DE COMPUTADORES LTDA - ME","Brasília"
140,18671267000176,"2017-09-26 15:07:41.231337","2017-09-26 15:07:41.231337","GIGABYTE NETWORK","","GIGABYTE NETWORK COMÉRCIO E SERVIÇOS EIRELI - EPP","Belém"
141,09032588000130,"2017-09-26 15:07:41.253214","2017-09-26 15:07:41.253214","GO NETWORKS","","GINONET.COM.BR PROVEDORES DE ACESSO A RE","Brasília"
142,03420926000124,"2017-09-26 15:07:41.278943","2017-09-26 15:07:41.278943",GVT,"","GLOBAL VILLAGE TELECOM LTDA","São Paulo"
143,02705128000186,"2017-09-26 15:07:41.298736","2017-09-26 15:07:41.298736","MICROLINK INFORMATICA","","GM INFORMÁTICA","Rio de Janeiro"
144,11739842000186,"2017-09-26 15:07:41.320430","2017-09-26 15:07:41.320430","GNET COMUNICAÇÕES","","GNET COMUNICAÇÕES E INFORM LTDA","Belém"
145,09011207000136,"2017-09-26 15:07:41.342656","2017-09-26 15:07:41.342656","GNEX TELECOM","","GNEX LTDA - ME","Belém"
146,20193955000110,"2017-09-26 15:07:41.362739","2017-09-26 15:07:41.362739","GOLD LINK","","GOLD TELECOMUNICACOES LTDA - ME","São Paulo"
147,03693136000112,"2017-09-26 15:07:41.384961","2017-09-26 15:07:41.384961","GOVERNO DE RONDONIA","","GOVERNO DO ESTADO DE RONDÔNIA",Governo
148,00394429017429,"2017-09-26 15:07:41.426574","2017-09-26 15:07:41.426574","GRUPAMENTO DE APOIO LOGÍSTICO (GAL)","","GRUPAMENTO DE APOIO LOGÍSTICO (GAL)",Governo
149,14959659000184,"2017-09-26 15:07:41.449749","2017-09-26 15:07:41.449749","GRUPO CONECTA","","GRUPO CONECTA TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.","Belém"
150,08617194000180,"2017-09-26 15:07:41.470220","2017-09-26 15:07:41.470220",GTNET,"","GTNET PROVEDOR DE ACESSO A INTERNET LTDA - ME",Fortaleza
151,02687221000105,"2017-09-26 15:07:41.491388","2017-09-26 15:07:41.491388","GURISAT GURINET","","GURISAT GURINET LTDA","Rio de Janeiro"
152,07636657000270,"2017-09-26 15:07:41.514964","2017-09-26 15:07:41.514964","AVB - ACO VERDE DO BRASIL","","GUSA NORDESTE S.A.","Brasília"
153,14809276000120,"2017-09-26 15:07:41.533231","2017-09-26 15:07:41.533231","PROVEDOR DE INTERNET CONEXAO NET","","H.R.B. LACERDA COMERCIO E SERVIÇOS - ME","Belém"
154,01003578000164,"2017-09-26 15:07:41.556082","2017-09-26 15:07:41.556082","RÁPIDO INTERNET BANDA LARGA","","HALLEY TELECOM COMERCIO & SERVICOS LTDA - ME","Belém"
155,04011732000138,"2017-09-26 15:07:41.612390","2017-09-26 15:07:41.612390","SHOPNET INFORMÁTICA","","HENRIQUE HONÓRIO PEREIRA CABRAL","Porto Alegre"
156,07821488000167,"2017-09-26 15:07:41.678438","2017-09-26 15:07:41.678438","HONOS DATA EXCHANGE","","HONOS DATA EXCHANGE INFORMATICA LTDA - EPP","Porto Alegre"
157,22240475000198,"2017-09-26 15:07:41.738436","2017-09-26 15:07:41.738436","NET TELECOM","","I CESAR PEREIRA BARROS","Brasília"
158,09634107000166,"2017-09-26 15:07:41.758592","2017-09-26 15:07:41.758592",FIBRALINK,"","I R TECNOLOGIA LTDA","Belém"
159,12128581000120,"2017-09-26 15:07:41.780918","2017-09-26 15:07:41.780918","I2 Telecom","","I2 TELECOM TEC. DA INFORMAÇÃO  LTDA ME","Brasília"
160,06142903000193,"2017-09-26 15:07:41.799963","2017-09-26 15:07:41.799963","I9 Brasília","","I9 BRASÍLIA","Brasília"
161,08854699000169,"2017-09-26 15:07:41.821542","2017-09-26 15:07:41.821542",IBL,"","IBL BANDA LARGA INTERNET INFORMÁTICA LTDA - ME",Fortaleza
162,10934273000167,"2017-09-26 15:07:41.844988","2017-09-26 15:07:41.844988","IMA TELECOM","","IMA TELECOM LTDA - ME","Rio de Janeiro"
163,04196645000100,"2017-09-26 15:07:41.868795","2017-09-26 15:07:41.868795","IMPRENSA NACIONAL","","IMPRENSA NACIONAL",Governo
164,10356804000181,"2017-09-26 15:07:41.889106","2017-09-26 15:07:41.889106",INDNET,"","INDNET TELECOMUNICAÇÕES LTDA -ME","Rio de Janeiro"
165,10388952000188,"2017-09-26 15:07:41.909843","2017-09-26 15:07:41.909843",INFOBARRA,"","INFOBARRA SOLUÇÕES DE INFORMÁTICA LTDA - EPP","Brasília"
166,48197859000169,"2017-09-26 15:07:41.930262","2017-09-26 15:07:41.930262",IMA,"","INFORMÁTICA DE MUNICÍPIOS ASSOCIADOS",Governo
167,13203392000138,"2017-09-26 15:07:41.951469","2017-09-26 15:07:41.951469",INFOSYSTEM,"","INFOSYSTEM TELECOMUNICAÇÕES E INFORMÁTICA LTDA","Rio de Janeiro"
168,00352294000110,"2017-09-26 15:07:41.970138","2017-09-26 15:07:41.970138",INFRAERO,"","INFRAERO - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA",Fortaleza
169,15559082000186,"2017-09-26 15:07:41.995990","2017-09-26 15:07:41.995990",INFRAMERICA,"","INFRAMERICA CONCESSIONARIA DO AEROPORTO DE BRASILIA","Brasília"
170,33787094000140,"2017-09-26 15:07:42.020022","2017-09-26 15:07:42.020022",IBGE,"","INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA",Governo
171,33741794000101,"2017-09-26 15:07:42.039844","2017-09-26 15:07:42.039844",EMBRATUR,"","INSTITUTO BRASILEIRO DE TURISMO",Governo
172,03659166000706,"2017-09-26 15:07:42.063270","2017-09-26 15:07:42.063270","GERENCIA EXECUTIVA DO IBAMA NO DISTRITO FEDERAL","","INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVAVEIS",Governo
173,10912323000105,"2017-09-26 15:07:42.086763","2017-09-26 15:07:42.086763","CAMPUS PARTY","","INSTITUTO CAMPUS PARTY",Fortaleza
174,08829974000275,"2017-09-26 15:07:42.106837","2017-09-26 15:07:42.106837",ICMBIO,"","INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE","Brasília"
175,33892175000100,"2017-09-26 15:07:42.129737","2017-09-26 15:07:42.129737",IPEA,"","INSTITUTO DE PESQUISA ECONOMICA APLICADA","Brasília"
176,10744098000900,"2017-09-26 15:07:42.155051","2017-09-26 15:07:42.155051",IFCE,"","INSTITUTO FEDERAL DE EDUCAÇÃO - CIÊNCIAS E TECNOLOGIA DO CEARA",Governo
177,02421421000111,"2017-09-26 15:07:42.176032","2017-09-26 15:07:42.176032",INTELIG,"","INTELIG TELECOMUNICAÇÕES LTDA","Rio de Janeiro"
178,20005969000162,"2017-09-26 15:07:42.198101","2017-09-26 15:07:42.198101",INTERFIBRAS,"","INTERFIBRAS TELECOMUNICAÇÕES LTDA - EPP","Brasília"
179,11620561000100,"2017-09-26 15:07:42.219266","2017-09-26 15:07:42.219266","INTERNEXA BRASIL","","INTERNEXA BRASIL OPERADORA DE TELECOMUNICAÇÕES S.A.","São Paulo"
180,12244449000184,"2017-09-26 15:07:42.235431","2017-09-26 15:07:42.235431",INTERVALE,"","INTERVALE TELECOM LTDA ME","São Paulo"
181,10628267000181,"2017-09-26 15:07:42.259636","2017-09-26 15:07:42.259636","IP CARRIER","","IP CARRIER TELECOM DO BRASIL EIRELI",Fortaleza
182,17493657000130,"2017-09-26 15:07:42.281097","2017-09-26 15:07:42.281097","YES COMMUNICATIONS","","IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME",Fortaleza
183,03455506000183,"2017-09-26 15:07:42.301940","2017-09-26 15:07:42.301940",IPINFO,"","IPINFO TELECOM E INFORMÁTICA ME","Rio de Janeiro"
184,83343558000105,"2017-09-26 15:07:42.323318","2017-09-26 15:07:42.323318",ISOTELCO,"","ISOTELCO LTDA - EPP","Belém"
185,04690098000107,"2017-09-26 15:07:42.343365","2017-09-26 15:07:42.343365",ITNET,"","ITNET LTDA - ME",Fortaleza
186,07677911000105,"2017-09-26 15:07:42.365775","2017-09-26 15:07:42.365775",MEGASOFT,"","J DA L MORAES TELECOMUNICAÇÕES - ME","Belém"
187,19604109000166,"2017-09-26 15:07:42.388937","2017-09-26 15:07:42.388937","MEGA NET","","J. & R. NETWORK PROVEDOR DE INTERNET LTDA. - ME","São Paulo"
188,04955538000453,"2017-09-26 15:07:42.408744","2017-09-26 15:07:42.408744","JC TELECOM","","JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - FILIAL","Brasília"
189,04955538000100,"2017-09-26 15:07:42.432034","2017-09-26 15:07:42.432034","JC  INFORMATICA","","JC TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA - EPP - MATRIZ","Belém"
190,33668484000109,"2017-09-26 15:07:42.453612","2017-09-26 15:07:42.453612","IDEAL TECNOLOGIA","","JOAO JOSE ALVES BATISTA - ME","Brasília"
191,00799810000150,"2017-09-26 15:07:42.477481","2017-09-26 15:07:42.477481","OPEN TECNOLOGIA","","JOSÉ EDUARDO MACHADO DA VEIGA E CIA LTDA","Porto Alegre"
192,11106227000132,"2017-09-26 15:07:42.497023","2017-09-26 15:07:42.497023",GOIASNET,"","JR NET INFORMÁTICA LTDA - ME","Brasília"
193,20049543000100,"2017-09-26 15:07:42.519620","2017-09-26 15:07:42.519620","ESPERANTINA NET","","JUÇARA MARIA SILVA CARVALHO - ME",Fortaleza
194,11460137000145,"2017-09-26 15:07:42.539168","2017-09-26 15:07:42.539168",INFORTREAD,"","JULIO DE SOUZA FRANCO NETO EIRELI - EPP","Belém"
195,17192192000935,"2017-09-26 15:07:42.561927","2017-09-26 15:07:42.561927","JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.","","JUNTO TELECOM SERVIÇOS DE TELECOMUNICAÇÕES LTDA.","Brasília"
196,01625636000191,"2017-09-26 15:07:42.588963","2017-09-26 15:07:42.588963","JÚPITER INFORMÁTICA","","JÚPITER TELECOMUNICAÇÕES E INFORMÁTICA  LTDA",Fortaleza
197,13766044000179,"2017-09-26 15:07:42.608527","2017-09-26 15:07:42.608527","LINKDATA INFORMÁTICA E TELECOMUNICACOES","","K S FERREIRA - ME","Brasília"
198,05875227000102,"2017-09-26 15:07:42.631090","2017-09-26 15:07:42.631090","NIPPONTEC TELECOMUNICAÇÕES","","KARINE NEVES COELHO",Fortaleza
199,19168390000131,"2017-09-26 15:07:42.651604","2017-09-26 15:07:42.651604",CONEXOES.NET,"","L A P GAITKOSKI","Brasília"
200,21864406000192,"2017-09-26 15:07:42.671787","2017-09-26 15:07:42.671787","REGIONALWEB TELECOMUNICAÇÕES","","L. BATISTA E SOUSA EIRELI - ME",Fortaleza
201,10669397000162,"2017-09-26 15:07:42.696010","2017-09-26 15:07:42.696010","NETSYSTEM INFORMÁTICA","","L.C. DE CARVALHO CARNEIRO","Brasília"
202,13568652000179,"2017-09-26 15:07:42.719460","2017-09-26 15:07:42.719460","ANDRASTA TI","","L.V. DOS SANTOS - INFORMATICA - ME","Porto Alegre"
203,08588656000189,"2017-09-26 15:07:42.739928","2017-09-26 15:07:42.739928","LAGOS NET","","LAGOS NET INTERNET BANDA LARGA LTDA","Rio de Janeiro"
204,06292238000114,"2017-09-26 15:07:42.761510","2017-09-26 15:07:42.761510","INTERLANS TELECOM","","LAN SOLUTIONS INFORMATICA LTDA-ME","Porto Alegre"
205,08862565000190,"2017-09-26 15:07:42.782541","2017-09-26 15:07:42.782541","GDC TECNOLOGIA","","LG CONSULTORIA EM ADMINISTRAÇÃO E TECNOLOGIA LTDA","Brasília"
206,11897935000139,"2017-09-26 15:07:42.804913","2017-09-26 15:07:42.804913","PHNET Telecom","","LG PROVEDOR E SOLUÇÕES EM INFORMATICA LTDA","Brasília"
207,09648857000197,"2017-09-26 15:07:42.826945","2017-09-26 15:07:42.826945","LIGO TELECOM","","LIGO TELECOMUNICAÇÕES LTDA","Brasília"
208,10436597000175,"2017-09-26 15:07:42.850278","2017-09-26 15:07:42.850278","TELECOM & WIFI","","LIMA & CARVALHO","Brasília"
209,04324565000185,"2017-09-26 15:07:42.874403","2017-09-26 15:07:42.874403","FLIN TELECOM","","LINHA LIVRE INTERNET LTDA - EPP","Porto Alegre"
210,10240186000290,"2017-09-26 15:07:42.903606","2017-09-26 15:07:42.903606","LINHAS DO XINGU","","LINHAS DO XINGU TRANSMISSORA DE ENERGIA","Belém"
211,08505502000186,"2017-09-26 15:07:42.926378","2017-09-26 15:07:42.926378",LOGTEL,"","LOGTEL TELECOM E INFORMATICA LTDA","Brasília"
212,17310450000183,"2017-09-26 15:07:42.948441","2017-09-26 15:07:42.948441","NET MAIS TELECOM","","LUCARONI TELECOM LTDA","Brasília"
213,22521436000169,"2017-09-26 15:07:42.971341","2017-09-26 15:07:42.971341","LUZIANE DOS SANTOS","","LUZIANE DOS SANTOS SAGMEISTER","Porto Alegre"
214,06064368000108,"2017-09-26 15:07:42.993113","2017-09-26 15:07:42.993113","MSD INFORMÁTICA","","M S DUARTE - ME","Brasília"
215,11832927000104,"2017-09-26 15:07:43.015210","2017-09-26 15:07:43.015210","MAIS INTERNET","","MAIS INTERNET LTDA - ME","Porto Alegre"
216,12997155000123,"2017-09-26 15:07:43.037398","2017-09-26 15:07:43.037398","MAP TELECOM","","MAP PIUMHI LTDA - ME","Rio de Janeiro"
217,14086676000154,"2017-09-26 15:07:43.058075","2017-09-26 15:07:43.058075","MARTZ INFORMATICA","","MARCIO MEIRELES DE SOUZA INFORMATICA - ME","Porto Alegre"
218,12405111000167,"2017-09-26 15:07:43.080446","2017-09-26 15:07:43.080446","MASTER DATA NET","","MASTER DATA TELECOMUNICACOES LTDA - ME","Rio de Janeiro"
219,12578562000104,"2017-09-26 15:07:43.103188","2017-09-26 15:07:43.103188","MASTER ONLINE","","MASTER ONLINE PROVEDOR SCM LTDA - ME","Brasília"
220,07793212000112,"2017-09-26 15:07:43.123230","2017-09-26 15:07:43.123230",MAXIMIDIA,"","MAX TELECOMUNICAÇÕES LTDA",Fortaleza
221,22666171000197,"2017-09-26 15:07:43.139434","2017-09-26 15:07:43.139434",MAXIMA,"","MAXIMA SEGURANÇA E TELECOMUNICAÇÕES LTDA.","Porto Alegre"
222,19694566000199,"2017-09-26 15:07:43.160640","2017-09-26 15:07:43.160640","MAXIS TELECOM","","MAXIS TELECOMUNICAÇÕES LTDA - ME","Rio de Janeiro"
223,08426804000169,"2017-09-26 15:07:43.185261","2017-09-26 15:07:43.185261","MD CONNECT TELECOM","","MD CONNECT TELECOMUNICAÇÕES LTDA - ME","Rio de Janeiro"
224,09434753000180,"2017-09-26 15:07:43.205979","2017-09-26 15:07:43.205979",MEGABYTE,"","MEGABYTE PROVEDOR INTERNET LTDA",Fortaleza
225,42357483000630,"2017-09-26 15:07:43.232734","2017-09-26 15:07:43.232734",METROREC,"","METROREC - COMPANHIA BRASILEIRA DE TRENS URBANOS - CBTU",Governo
226,08145394000188,"2017-09-26 15:07:43.248893","2017-09-26 15:07:43.248893","ENGETRONICS FÁBRICA DE SOLUÇÕES","","MH INTEGRAÇÃO REPARAÇÃO E INSTALAÇÃO EM INFORMÁTICA LTDA - ME","Brasília"
227,03132745000100,"2017-09-26 15:07:43.327170","2017-09-26 15:07:43.327170",MCTIC,"","MINISTÉRIO DA CIÊNCIA -  TECNOLOGIA -  INOVAÇÃO E COMUNICAÇÕES -  MCTIC",Governo
228,01264142000714,"2017-09-26 15:07:43.345650","2017-09-26 15:07:43.345650","COORDENACAO GERAL DE RECURSOS HUMANOS SAG-MINC","","MINISTERIO DA CULTURA",Governo
229,03277610000125,"2017-09-26 15:07:43.369542","2017-09-26 15:07:43.369542","MINISTÉRIO DA DEFESA","","MINISTÉRIO DA DEFESA",Governo
230,00394478000224,"2017-09-26 15:07:43.391754","2017-09-26 15:07:43.391754","COORDENACAO GERAL DE SERVICOS GERAIS - MDIC","","MINISTERIO DA INDUSTRIA -  COMERCIO EXTERIOR E SERVICOS","Brasília"
231,00394494001370,"2017-09-26 15:07:43.413258","2017-09-26 15:07:43.413258","MINISTÉRIO DA JUSTIÇA","","MINISTÉRIO DA JUSTIÇA",Governo
232,00530493000171,"2017-09-26 15:07:43.434805","2017-09-26 15:07:43.434805","MINISTÉRIO DA SAÚDE","","MINISTÉRIO DA SAÚDE",Governo
233,05465986000350,"2017-09-26 15:07:43.460442","2017-09-26 15:07:43.460442","COORDENACAO-GERAL DE RECURSOS LOGISTICOS","","MINISTÉRIO DAS CIDADES",Governo
234,37115383000153,"2017-09-26 15:07:43.482721","2017-09-26 15:07:43.482721","GABINETE DO MINISTRO","","MINISTERIO DE MINAS E ENERGIA",Governo
235,37115375000883,"2017-09-26 15:07:43.507474","2017-09-26 15:07:43.507474","SERVIÇO FLORESTAL BRASILEIRO - SFB","","MINISTERIO DO MEIO AMBIENTE",Governo
236,37115375000298,"2017-09-26 15:07:43.529942","2017-09-26 15:07:43.529942","MINISTÉRIO DO MEIO AMBIENTE","","MINISTÉRIO DO MEIO AMBIENTE - MMA",Governo
237,00489828000317,"2017-09-26 15:07:43.549934","2017-09-26 15:07:43.549934","COORDENACAO GERAL DE SERVICOS GERAIS - CSG","","MINISTERIO DO PLANEJAMENTO -  ORCAMENTO E GESTAO - MP",Governo
238,23612685000637,"2017-09-26 15:07:43.571051","2017-09-26 15:07:43.571051","COORDENACAO-GERAL DE REC. LOGISTICOS - CGRL-MTPS","","MINISTERIO DO TRABALHO - MTB",Governo
239,37115367003348,"2017-09-26 15:07:43.592583","2017-09-26 15:07:43.592583",MTE,"","MINISTERIO DO TRABALHO E EMPREGO - MTE",Governo
240,05457283000208,"2017-09-26 15:07:43.611446","2017-09-26 15:07:43.611446","MIN. TURISMO","","MINISTÉRIO DO TURISMO",Governo
241,02961362000174,"2017-09-26 15:07:43.636739","2017-09-26 15:07:43.636739","MINISTÉRIO DOS ESPORTES","","MINISTÉRIO DOS ESPORTES",Governo
242,26989715005503,"2017-09-26 15:07:43.662373","2017-09-26 15:07:43.662373",MPT,"","MINISTÉRIO PÚBLICO DO TRABALHO",Governo
243,00655339000126,"2017-09-26 15:07:43.679856","2017-09-26 15:07:43.679856","MMA INFORMATICA","","MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA - EPP",Fortaleza
244,10697880000150,"2017-09-26 15:07:43.702235","2017-09-26 15:07:43.702235","MULTLINK TELECOM","","MULTLINK INFORMÁTICA E TEL. LTDA",Fortaleza
245,14784071000137,"2017-09-26 15:07:43.724235","2017-09-26 15:07:43.724235","FIBER NETWORK","","N C COMÉRCIO DE EQUIPAMENTOS DE COMUNICAÇÃO LTDA - ME","Belém"
246,09665162000113,"2017-09-26 15:07:43.743150","2017-09-26 15:07:43.743150","CIDADE ONLINE","","N V SOUSA - ME",Fortaleza
247,09425544000170,"2017-09-26 15:07:43.765855","2017-09-26 15:07:43.765855","NAJA TELECOMUNICAÇÕES LTDA.","","NAJA TELECOMUNICAÇÕES LTDA-ME","Porto Alegre"
248,15146573000103,"2017-09-26 15:07:43.792803","2017-09-26 15:07:43.792803","NEOLOG TECNOLOGIA","","NEOLOG TECNOLOGIA LTDA.",Fortaleza
249,10687950000190,"2017-09-26 15:07:43.812646","2017-09-26 15:07:43.812646","NET BARRETOS","","NET BARRETOS TECNOLOGIA - ME","São Paulo"
250,26499392000179,"2017-09-26 15:07:43.834310","2017-09-26 15:07:43.834310","Vs Link","","NET BRASILIA COMUNICAÇÃO E MULTIMIDIA LT","Brasília"
251,10213248000194,"2017-09-26 15:07:43.857683","2017-09-26 15:07:43.857683","NET STORE TECNOLOGIA","","NET STORE TECNOLOGIA","Brasília"
252,08092905000140,"2017-09-26 15:07:43.885908","2017-09-26 15:07:43.885908","NET SUL","","NET SUL INFORMATICA E SERVICOS DE PROVEDOR LTDA - ME","Belém"
253,07875744000107,"2017-09-26 15:07:43.913832","2017-09-26 15:07:43.913832","IUB TELECON","","NET-BLADE COMUNICAÇÕES LTDA - ME","Brasília"
254,06111200000106,"2017-09-26 15:07:43.936450","2017-09-26 15:07:43.936450","LINK INFORMÁTICA","","NEUBER MODESTO FONTOURA","Brasília"
255,09131028000132,"2017-09-26 15:07:43.961609","2017-09-26 15:07:43.961609","Nippy Net Informática Ltda","","NIPPY NET INFORMÁTICA LTDA","Rio de Janeiro"
256,07584868000125,"2017-09-26 15:07:43.984724","2017-09-26 15:07:43.984724",NIQTURBO,"","NIQTURBO PIMENTEL E MOREIRA LTDA - ME","Brasília"
257,14603266000133,"2017-09-26 15:07:44.006672","2017-09-26 15:07:44.006672",NOROESTECOM,"","NOROESTECOM TELECOMUNICAÇÕES LTDA","São Paulo"
258,01003694000183,"2017-09-26 15:07:44.029656","2017-09-26 15:07:44.029656","JUNTO TELECOM","","NORTELPA ENGENHARIA S-A","Belém"
259,03411348000160,"2017-09-26 15:07:44.049068","2017-09-26 15:07:44.049068","VIA EXPRESSA","","OLIVEIRA & DECORATO LTDA ME","Porto Alegre"
260,09238990000175,"2017-09-26 15:07:44.069384","2017-09-26 15:07:44.069384","Omni Telecom","","OMINI TELECOMUNICAÇÕES LTDA.","Brasília"
261,10293838000174,"2017-09-26 15:07:44.091747","2017-09-26 15:07:44.091747","ONDA G","","ONDA G NETWORK TELECOMUNICAÇÕES LTDA","Brasília"
262,16992716000152,"2017-09-26 15:07:44.117651","2017-09-26 15:07:44.117651","OOPS TELECOM LTDA","","OOPS TELECOM LTDA - ME",Fortaleza
263,10773501000164,"2017-09-26 15:07:44.139449","2017-09-26 15:07:44.139449",OSIRNET,"","OSIRNET INFO TELECOM LTDA-ME","Porto Alegre"
264,10703677000140,"2017-09-26 15:07:44.160288","2017-09-26 15:07:44.160288","P4 NET TELECOM","","P4 TELECOM LTDA - EPP","Porto Alegre"
